tick,action,action_name,reward,total_reward,energy,food_eaten,pos_x,pos_y,local_food_count,local_poison_count,nearest_food_dx,nearest_food_dy,nearest_poison_dx,nearest_poison_dy,network_active_nodes,network_connections,network_avg_threshold,last_output_activations
378,0,STAY,-0.5,1607.0,196.5,68,8,7,1,1,0,1,-1,0,5,26,0.5,0.000|0.000|0.000|0.000|0.000|0.000
379,2,SOUTH,-1.0,1606.0,195.5,68,8,7,1,1,0,1,-1,0,5,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
380,5,EAT,18.0,1624.0,200.0,69,8,8,2,1,0,0,-1,-1,2,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
381,2,SOUTH,-1.0,1623.0,199.0,69,8,8,1,1,0,1,-1,-1,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
382,5,EAT,21.0,1644.0,200.0,70,8,9,1,0,0,0,-1,-2,2,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
383,0,STAY,-0.5,1643.5,199.5,70,8,9,0,0,2,0,-1,-2,4,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
384,2,SOUTH,-1.0,1642.5,198.5,70,8,9,0,0,2,0,-1,-2,1,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
385,0,STAY,-0.5,1642.0,198.0,70,8,9,0,0,2,0,-1,-2,4,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
386,4,EAST,-1.0,1641.0,197.0,70,8,9,0,0,2,0,-1,-2,1,19,0.5,0.000|0.000|0.000|0.000|0.000|0.000
387,4,EAST,-1.0,1640.0,196.0,70,9,9,1,0,1,0,2,-1,1,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
388,5,EAT,27.0,1667.0,200.0,71,10,9,1,1,0,0,1,-1,2,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
389,3,WEST,-1.0,1666.0,199.0,71,10,9,0,1,-4,-1,1,-1,1,10,0.5,0.000|0.000|0.000|0.000|0.000|0.000
390,3,WEST,-1.0,1665.0,198.0,71,9,9,0,0,-3,-1,2,-1,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
391,3,WEST,-1.0,1664.0,197.0,71,8,9,0,0,-2,-1,-1,-2,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
392,0,STAY,-0.5,1663.5,196.5,71,7,9,1,0,-1,-1,0,-2,3,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
393,3,WEST,-1.0,1662.5,195.5,71,7,9,1,0,-1,-1,0,-2,2,16,0.5,0.000|0.000|0.000|0.000|0.000|0.594
394,0,STAY,-0.5,1662.0,195.0,71,6,9,3,0,0,-1,1,-2,5,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
395,5,EAT,-2.0,1660.0,193.0,71,6,9,3,0,0,-1,1,-2,7,21,0.501,0.000|0.000|0.000|0.000|0.000|0.573
396,1,NORTH,-1.0,1659.0,192.0,71,6,9,3,0,0,-1,1,-2,2,18,0.5,0.000|0.000|0.000|0.000|0.000|0.538
397,5,EAT,28.0,1687.0,200.0,72,6,8,4,1,0,0,1,-1,2,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
398,3,WEST,-1.0,1686.0,199.0,72,6,8,3,1,-1,0,1,-1,1,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
399,5,EAT,25.0,1711.0,200.0,73,5,8,4,0,0,0,2,-1,2,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
400,0,STAY,-0.5,1710.5,199.5,73,5,8,3,0,0,-1,2,-1,4,19,0.5,0.000|0.000|0.000|0.000|0.000|0.000
401,0,STAY,-0.5,1710.0,199.0,73,5,8,3,0,0,-1,2,-1,5,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
402,1,NORTH,-1.0,1709.0,198.0,73,5,8,3,0,0,-1,2,-1,2,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
403,5,EAT,26.0,1735.0,200.0,74,5,7,2,0,0,0,2,0,2,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
404,0,STAY,-0.5,1734.5,199.5,74,5,7,1,0,0,-1,2,0,4,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
405,3,WEST,-1.0,1733.5,198.5,74,5,7,1,0,0,-1,2,0,1,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
406,3,WEST,-1.0,1732.5,197.5,74,4,7,1,0,0,2,3,0,1,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
407,0,STAY,-0.5,1732.0,197.0,74,3,7,0,0,1,2,0,-2,4,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
408,2,SOUTH,-1.0,1731.0,196.0,74,3,7,0,0,1,2,0,-2,2,23,0.5,0.000|0.000|0.000|0.000|0.000|0.593
409,0,STAY,-0.5,1730.5,195.5,74,3,8,1,1,1,1,-2,0,6,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
410,4,EAST,-1.0,1729.5,194.5,74,3,8,1,1,1,1,-2,0,1,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
411,2,SOUTH,-1.0,1728.5,193.5,74,4,8,2,0,0,1,-3,0,1,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
412,5,EAT,23.0,1751.5,200.0,75,4,9,2,0,0,0,-2,0,2,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
413,4,EAST,-1.0,1750.5,199.0,75,4,9,1,0,1,0,-2,0,1,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
414,5,EAT,22.0,1772.5,200.0,76,5,9,1,0,0,0,-3,0,2,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
415,1,NORTH,-1.0,1771.5,199.0,76,5,9,0,0,0,-3,-3,0,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
416,3,WEST,-1.0,1770.5,198.0,76,5,8,0,0,0,-2,2,-1,2,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
417,0,STAY,-0.5,1770.0,197.5,76,4,8,0,0,0,-3,-3,0,3,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
418,1,NORTH,-1.0,1769.0,196.5,76,4,8,0,0,0,-3,-3,0,2,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
419,1,NORTH,-1.0,1768.0,195.5,76,4,7,1,0,0,-2,3,0,3,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
420,4,EAST,-1.0,1767.0,194.5,76,4,6,3,1,0,-1,-1,-1,1,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
421,5,EAT,22.0,1789.0,200.0,77,5,6,3,1,0,0,0,-2,2,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
422,1,NORTH,-1.0,1788.0,199.0,77,5,6,2,1,0,-1,0,-2,1,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
423,5,EAT,35.0,1823.0,200.0,78,5,5,2,2,0,0,0,-1,2,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
424,3,WEST,-1.0,1822.0,199.0,78,5,5,1,2,-1,0,0,-1,1,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
425,5,EAT,26.0,1848.0,200.0,79,4,5,1,2,0,0,-1,0,2,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
426,4,EAST,-1.0,1847.0,199.0,79,4,5,0,2,0,-2,-1,0,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
427,0,STAY,-0.5,1846.5,198.5,79,5,5,0,2,-1,-2,0,-1,4,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
428,1,NORTH,-1.0,1845.5,197.5,79,5,5,0,2,-1,-2,0,-1,2,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
429,3,WEST,-1.0,1844.5,196.5,79,5,4,1,3,-1,-1,0,0,2,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
430,0,STAY,-0.5,1844.0,196.0,79,4,4,1,3,0,-1,1,0,4,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
431,0,STAY,-0.5,1843.5,195.5,79,4,4,1,3,0,-1,1,0,4,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
432,1,NORTH,-1.0,1842.5,194.5,79,4,4,1,3,0,-1,1,0,2,19,0.5,0.000|0.000|0.000|0.000|0.000|0.000
433,5,EAT,21.0,1863.5,200.0,80,4,3,3,2,0,0,-1,0,2,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
434,1,NORTH,-1.0,1862.5,199.0,80,4,3,2,2,0,-1,-1,0,1,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
435,5,EAT,37.0,1899.5,200.0,81,4,2,3,2,0,0,-1,-1,2,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
436,4,EAST,-1.0,1898.5,199.0,81,4,2,2,2,1,0,-1,-1,1,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
437,5,EAT,18.0,1916.5,200.0,82,5,2,2,1,0,0,0,2,2,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
438,1,NORTH,-1.0,1915.5,199.0,82,5,2,1,1,0,-1,0,2,1,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
439,5,EAT,23.0,1938.5,200.0,83,5,1,3,0,0,0,-2,0,2,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
440,0,STAY,-0.5,1938.0,199.5,83,5,1,2,0,0,-1,-2,0,4,25,0.5,0.000|0.000|0.000|0.000|0.000|0.000
441,1,NORTH,-1.0,1937.0,198.5,83,5,1,2,0,0,-1,-2,0,1,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
442,5,EAT,38.0,1975.0,200.0,84,5,0,2,0,0,0,-2,1,2,23,0.5,0.000|0.000|0.000|0.000|0.000|0.000
443,3,WEST,-1.0,1974.0,199.0,84,5,0,1,0,-1,0,-2,1,1,19,0.5,0.000|0.000|0.000|0.000|0.000|0.000
444,5,EAT,28.0,2002.0,200.0,85,4,0,1,1,0,0,-1,1,2,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
445,3,WEST,-1.0,2001.0,199.0,85,4,0,0,1,-2,0,-1,1,1,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
446,3,WEST,-1.0,2000.0,198.0,85,3,0,2,1,-1,0,0,1,1,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
447,5,EAT,33.0,2033.0,200.0,86,2,0,3,2,0,0,1,1,2,25,0.5,0.000|0.000|0.000|0.000|0.000|0.000
448,3,WEST,-1.0,2032.0,199.0,86,2,0,2,2,-1,0,1,1,1,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
449,5,EAT,38.0,2070.0,200.0,87,1,0,2,1,0,0,0,1,2,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
450,1,NORTH,-1.0,2069.0,199.0,87,1,0,1,1,0,2,0,1,1,10,0.5,0.000|0.000|0.000|0.000|0.000|0.000
451,1,NORTH,-1.0,2068.0,198.0,87,1,0,1,1,0,2,0,1,1,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
452,1,NORTH,-1.0,2067.0,197.0,87,1,0,1,1,0,2,0,1,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
453,2,SOUTH,-1.0,2066.0,196.0,87,1,0,1,1,0,2,0,1,1,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
454,1,NORTH,-1.0,2065.0,195.0,87,1,1,3,1,0,1,0,0,2,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
455,2,SOUTH,-1.0,2064.0,194.0,87,1,0,1,1,0,2,0,1,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
456,2,SOUTH,-1.0,2063.0,193.0,87,1,1,3,1,0,1,0,0,2,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
457,5,EAT,21.0,2084.0,200.0,88,1,2,5,1,0,0,0,-1,3,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
458,4,EAST,-1.0,2083.0,199.0,88,1,2,4,1,1,0,0,-1,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
459,5,EAT,37.0,2120.0,200.0,89,2,2,3,3,0,0,1,-1,2,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
460,3,WEST,-1.0,2119.0,199.0,89,2,2,2,3,0,-1,1,-1,1,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
461,0,STAY,-0.5,2118.5,198.5,89,1,2,3,1,0,1,0,-1,5,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
462,2,SOUTH,-1.0,2117.5,197.5,89,1,2,3,1,0,1,0,-1,2,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
463,5,EAT,22.0,2139.5,200.0,90,1,3,3,0,0,0,2,0,2,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
464,3,WEST,-1.0,2138.5,199.0,90,1,3,2,0,-1,0,2,0,2,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
465,5,EAT,24.0,2162.5,200.0,91,0,3,2,0,0,0,3,0,2,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
466,3,WEST,-1.0,2161.5,199.0,91,0,3,1,0,1,1,3,0,2,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
467,0,STAY,-0.5,2161.0,198.5,91,0,3,1,0,1,1,3,0,5,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
468,4,EAST,-1.0,2160.0,197.5,91,0,3,1,0,1,1,3,0,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
469,0,STAY,-0.5,2159.5,197.0,91,1,3,1,0,0,1,2,0,4,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
470,0,STAY,-0.5,2159.0,196.5,91,1,3,1,0,0,1,2,0,4,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
471,2,SOUTH,-1.0,2158.0,195.5,91,1,3,1,0,0,1,2,0,1,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
472,5,EAT,30.0,2188.0,200.0,92,1,4,2,1,0,0,1,1,2,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
473,2,SOUTH,-1.0,2187.0,199.0,92,1,4,1,1,0,1,1,1,1,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
474,5,EAT,32.0,2219.0,200.0,93,1,5,1,1,0,0,1,0,2,19,0.5,0.000|0.000|0.000|0.000|0.000|0.000
475,3,WEST,-1.0,2218.0,199.0,93,1,5,0,1,-1,2,1,0,1,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
476,2,SOUTH,-1.0,2217.0,198.0,93,0,5,0,0,0,2,2,0,1,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
477,0,STAY,-0.5,2216.5,197.5,93,0,6,1,0,0,1,2,-1,5,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
478,2,SOUTH,-1.0,2215.5,196.5,93,0,6,1,0,0,1,2,-1,1,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
479,5,EAT,19.0,2234.5,200.0,94,0,7,2,1,0,0,1,1,2,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
480,2,SOUTH,-1.0,2233.5,199.0,94,0,7,1,1,0,1,1,1,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
481,5,EAT,33.0,2266.5,200.0,95,0,8,2,2,0,0,1,0,2,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
482,2,SOUTH,-1.0,2265.5,199.0,95,0,8,1,2,0,1,1,0,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
483,5,EAT,36.0,2301.5,200.0,96,0,9,1,2,0,0,1,0,2,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
484,4,EAST,-1.0,2300.5,199.0,96,0,9,0,2,7,0,1,0,2,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
485,2,SOUTH,-1.0,2299.5,198.0,96,1,9,0,3,6,0,0,0,4,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
486,1,NORTH,-1.0,2298.5,197.0,96,1,9,0,3,6,0,0,0,4,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
487,1,NORTH,-1.0,2297.5,196.0,96,1,8,0,3,5,-1,0,0,4,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
488,1,NORTH,-1.0,2296.5,195.0,96,1,7,0,1,5,0,0,1,2,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
489,1,NORTH,-1.0,2295.5,194.0,96,1,6,0,1,1,-5,1,-1,1,8,0.5,0.000|0.000|0.000|0.000|0.000|0.000
490,1,NORTH,-1.0,2294.5,193.0,96,1,5,0,1,1,-4,1,0,1,8,0.5,0.000|0.000|0.000|0.000|0.000|0.000
491,1,NORTH,-1.0,2293.5,192.0,96,1,4,0,1,1,-3,1,1,1,10,0.5,0.000|0.000|0.000|0.000|0.000|0.000
492,1,NORTH,-1.0,2292.5,191.0,96,1,3,0,0,1,-2,2,0,1,8,0.5,0.000|0.000|0.000|0.000|0.000|0.000
493,4,EAST,-1.0,2291.5,190.0,96,1,2,1,1,1,-1,0,-1,1,8,0.5,0.000|0.000|0.000|0.000|0.000|0.000
494,1,NORTH,-1.0,2290.5,189.0,96,2,2,2,3,0,-1,1,-1,1,9,0.5,0.000|0.000|0.000|0.000|0.000|0.000
495,5,EAT,31.0,2321.5,200.0,97,2,1,2,2,0,0,1,0,2,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
496,0,STAY,-0.5,2321.0,199.5,97,2,1,1,2,1,1,1,0,4,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
497,0,STAY,-0.5,2320.5,199.0,97,2,1,1,2,1,1,1,0,4,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
498,4,EAST,-1.0,2319.5,198.0,97,2,1,1,2,1,1,1,0,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
499,3,WEST,-1.0,2318.5,197.0,97,3,1,1,1,0,1,0,0,2,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
